Whole Person Physiome Table for Connective-Tissue system: Fascia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Minyan Zhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0002-1868-3896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer Name(s):,Rebecca Wells,Katalin Susztak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,0000-0002-6988-4102,0000‑0002‑1005‑3726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,"Fascia: The Tensional Network of the Human Body (2e, 2018)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,11/25/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"List physiological functions as a hierarchy, starting with the body system in Function/1 (this should be the same as the table name), a major life function in Function/2, and more specific functions in subsequent columns. Add more columns if needed. Place limited explanatory text if needed in Function/Notes. Each function should include a ID from Gene Ontology (GO) if possible or another standard ontology. The LABEL column is the label for that ID as it appears in that ontology.",,,,,,,,,,,,,,,,,,,,,,,,,"Provide a very brief description (a few words) of the specific processes that occur during the corresponding function (e.g., a chemical reaction, physical change, feedback loop, etc.) in the Process column. Enter whether the Effector is a cell, tissue, or organ. Provide the anatomical location of the Effector in EffectorLocation along with the associated UBERON ID, if avaialble. Enter the Effector and its UBERON ID in the following columns. See Glossary for detailed instructions on tabulating the Signal, Effect, Behavior, Behavior X, Behavior Y, and X Target columns.",,,,,,,,,,,,,,"Indicate the signal scale category for this process: autocrine, paracrine, intra-organ, circulatory, systemic","Indicate the signal scale category for this process: autocrine, paracrine, intra-organ, circulatory, systemic","Indicate the time scale category for this process: milliseconds, seconds, minutes, hours, days, weeks, years.","OPTIONAL FOR NOW. List clinical measures, such as laboratory tests, vital signs, or radiology studies, related to the physiological function. These columns are simple lists and are NOT hierarchical. Include an ID for the measurement, such as a LOINC code, if known. Add more columns if needed.",,,,,,,,,,,,"OPTIONAL FOR NOW. List other interacting physiological functions. These columns are simple lists and NOT hierarchical. Add more columns if needed. For the LABEL and ID columns, use Gene Ontology (GO) if possible.",,,,,,,,,,,,"REQUIRED. Enter references in support of the information on this row. The ID column should include a standard identifier, such as a DOI or ISBN. The optional CHAPTER column should be used to list the relevant chapters in a book. The optional NOTES column can be used to clarify which part of the row the reference is for, such as a reference about the anatomical structures involved in the function rather than the interactions. Add more sets of reference columns if needed, making sure to include the ID column.",,,,,,,,,,,
Function/1,Function/1/LABEL,Function/1/ID,Function/2,Function/2/LABEL,Function/2/ID,Function/3,Function/3/LABEL,Function/3/ID,Function/4,Function/4/LABEL,Function/4/ID,Function/5,Function/5/LABEL,Function/5/ID,Function/6,Function/6/LABEL,Function/6/ID,Function/7,Function/7/LABEL,Function/7/ID,Function/8,Function/8/LABEL,Function/8/ID,Function/Notes,Process,EffectorScale,EffectorLocation,EffectorLocation/LABEL,EffectorLocation/ID,Effector,Effector/LABEL,Effector/ID,Signal,Effect,Behavior,Behavior X,Behavior Y,EffectParameters (quantitative values),SignalScale,EffectScale,TimeScale,ClinicalMeasure/1,ClinicalMeasure/1/LABEL,ClinicalMeasure/1/ID,ClinicalMeasure/2,ClinicalMeasure/2/LABEL,ClinicalMeasure/2/ID,ClinicalMeasure/3,ClinicalMeasure/3/LABEL,ClinicalMeasure/3/ID,ClinicalMeasure/4,ClinicalMeasure/4/LABEL,ClinicalMeasure/4/ID,Interaction/1,Interaction/1/LABEL,Interaction/1/ID,Interaction/2,Interaction/2/LABEL,Interaction/2/ID,Interaction/3,Interaction/3/LABEL,Interaction/3/ID,Interaction/4,Interaction/4/LABEL,Interaction/4/ID,REF/1,REF/1/ID,REF/1/CHAPTER,REF/1/NOTES,REF/2,REF/2/ID,REF/2/CHAPTER,REF/2/NOTES,REF/3,REF/3/ID,REF/3/CHAPTER,REF/3/NOTES
Deep fascia of the limbs,anatomical structure arrangement,GO:0048532,Shoulder fascia expansion,,,Directional force guidance,directional locomotion,GO:0033058,,,,,,,,,,,,,,,,,Myofascial expansion,Tissue,Brachial fascia,fascia,UBERON:0008982,connective tissue,connective tissue,UBERON:0002384,,does,X transmission to Y,fascia,Muscle contraction,,,Tissue,seconds,Ultrasound elastography,,,,,,,,,,,,Myofascial expansion,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.5,,,,,,,,,
Deep fascia of the limbs,anatomical structure arrangement,GO:0048532,Clavipectoral fascia,,,Scapular stability,,,,,,,,,,,,,,,,,,,Fascial gliding,Tissue,Clavipectoral fascia,fascia,UBERON:0008982,connective tissue,connective tissue,UBERON:0002384,,does,X formation,Fascial layer gliding,,,,Tissue,seconds,Shoulder mobility test,,,,,,,,,,,,Fascial sliding,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.5,,,,,,,,,
Deep fascia of the limbs,anatomical structure arrangement,GO:0048532,Axillary fascia,,,Lymphatic drainage support,,,,,,,,,,,,,,,,,,,Tissue spacing,Tissue,Axillary fascial compartment,fascia,UBERON:0008982,connective tissue,connective tissue,UBERON:0002384,Lymph flow signaling,increases,X transport to Y,lymph nodes,Lymphatic fluid,,Intra-organ (Tissue),Tissue,minutes,Lymphatic ultrasound,,,,,,,,,,,,Lymphatic return,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.5,,,,,,,,,
Deep fascia of the limbs,anatomical structure arrangement,GO:0048532,Brachial fascia,,,Compartment stabilization,,,,,,,,,,,,,,,,,,,Septal anchoring,Tissue,Brachial fascia,fascia,UBERON:0008982,connective tissue,connective tissue,UBERON:0002384,,does,X stabilization of Y,muscles,Fascial compartment,,,Tissue,seconds,MRI fascia thickness,,,,,,,,,,,,Structural containment,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.5,,,,,,,,,
Deep fascia of the limbs,anatomical structure arrangement,GO:0048532,Antebrachial fascia,,,Tendon stabilization,tendon formation,GO:0035992,,,,,,,,,,,,,,,,,Retinacular formation,Tissue,Antebrachial fascia,fascia,UBERON:0008982,connective tissue,connective tissue,UBERON:0002384,,does,X stabilization near Y,joint,Tendon,,,Tissue,milliseconds,Wrist MRI,,,,,,,,,,,,Tendon retention,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.5,,,,,,,,,
Deep fascia of the limbs,anatomical structure arrangement,GO:0048532,Palmar aponeurosis,,,Grasp optimization,,,,,,,,,,,,,,,,,,,Fascial tensioning,Tissue,Palmar aponeurosis,aponeurosis palmaris,UBERON:4200041,connective tissue,connective tissue,UBERON:0002384,Motor nerve signal,increases,X regulation of Y,grasp,Palmar fascia tension,,Intra-organ (Tissue),Tissue,milliseconds,Grip strength test,Grip Strength Test [NIH Toolbox],83145-3,,,,,,,,,,Sensorimotor integration,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.5,,,,,,,,,
Deep fascia of the limbs,anatomical structure arrangement,GO:0048532,Palmar aponeurosis,,,Sensory integration,,,,,,,,,,,,,,,,,,,Superficial–deep fascia fusion,Tissue,Palmar fascia complex,fascia,UBERON:0008982,connective tissue,connective tissue,UBERON:0002384,Sensory nerve signal,increases,X regulation of Y,hand position,Proprioceptive signal,,Intra-organ (Tissue),Tissue,milliseconds,Proprioception testing,,,,,,,,,,,,Sensory integration,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.5,,,,,,,,,
Deep fascia of the limbs,anatomical structure arrangement,GO:0048532,Fascia lata,,,Muscle compartment separation,,,,,,,,,,,,,,,,,,,Fascial gliding,Tissue,Fascia lata,fascia lata,UBERON:0003669,connective tissue,connective tissue,UBERON:0002384,,does,X transmission between Y,compartment gliding,Muscle,,,Tissue,seconds,Dynamic ultrasound,,,,,,,,,,,,Fascial sliding,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.5,,,,,,,,,
Deep fascia of the limbs,anatomical structure arrangement,GO:0048532,Iliotibial tract,,,Postural stabilization,,,,,,,,,,,,,,,,,,,Tensile reinforcement,Tissue,Iliotibial tract,iliotibialis muscle,UBERON:0014888,connective tissue,connective tissue,UBERON:0002384,Motor nerve signal,increases,X regulation of Y,knee,Fascial tension,,Intra-organ (Tissue),Tissue,seconds,Knee MRI,,,,,,,,,,,,Load distribution,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.5,,,,,,,,,
Deep fascia of the limbs,anatomical structure arrangement,GO:0048532,Knee fascia expansion,,,Joint coordination,,,,,,,,,,,,,,,,,,,Myofascial expansion,Tissue,Crural fascia,fascia,UBERON:0008982,connective tissue,connective tissue,UBERON:0002384,,does,X transmission to Y,knee,Hip force,,,Tissue,seconds,Functional movement test,,,,,,,,,,,,Joint coordination,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.5,,,,,,,,,
Deep fascia of the limbs,anatomical structure arrangement,GO:0048532,Retinacula,,,Tendon guidance,tendon formation,GO:0035992,,,,,,,,,,,,,,,,,Fascial thickening,Tissue,Ankle retinacula,ankle connective tissue,UBERON:0003596,connective tissue,connective tissue,UBERON:0002384,Proprioceptive nerve signal,increases,X stabilization,,Tendon,,Intra-organ (Tissue),Tissue,milliseconds,MRI retinacula,,,,,,,,,,,,Proprioceptive activation,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.5,,,,,,,,,
Deep fascia of the limbs,anatomical structure arrangement,GO:0048532,Retinacula,,,Reflex muscle activation,reflex,GO:0060004,,,,,,,,,,,,,,,,,Stretch detection,Tissue,Peroneal retinaculum,ankle connective tissue,UBERON:0003596,connective tissue,connective tissue,UBERON:0002384,Stretch receptor signal,increases,X induction of Y,reflex,Peroneal muscle contraction ,,Intra-organ (Tissue),Tissue,milliseconds,EMG,Electrical potential Muscle on EMG,60852-1,,,,,,,,,,Reflex activation,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.5,,,,,,,,,
The thoracolumbar fascia,anatomical structure arrangement,GO:0048532,Thoracolumbar fascia,,,Paraspinal compartment stabilization,,,,,,,,,,,,,,,,,,,TLF layers separate paraspinals from QL/psoas; compartmentalization,Tissue,TLF (posterior/middle/anterior); paraspinal muscles; QL; psoas,paraspinal region,UBERON:8480060,connective tissue,connective tissue,UBERON:0002384,,does,X stabilization of Y,paraspinals,TLF compartmentalization,,,Tissue,years,Lumbar ultrasound/MRI (fascia planes),,,,,,,,,,,,TLF–paraspinal compartment,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.6,,,,,,,,,
The thoracolumbar fascia,anatomical structure arrangement,GO:0048532,Thoracolumbar fascia,,,Osteofibrous sheath formation,,,,,,,,,,,,,,,,,,,Deep lamina forms paraspinal retinacular sheath (PRS) around paraspinals,Tissue,PRS; spinous processes; transverse processes,diapophysis of neural arch,UBERON:0011653,connective tissue,connective tissue,UBERON:0002384,,does,X formation around Y,paraspinals,PRS sheath,,,Tissue,years,Intracompartmental pressure measurement (research/selected cases),,,,,,,,,,,,osteofibrous compartment,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.6,,,,,,,,,
The thoracolumbar fascia,anatomical structure arrangement,GO:0048532,Thoracolumbar fascia,,,Interlaminar gliding,cell gliding,GO:0071976,,,,,,,,,,,,,,,,,Loose connective sublayer allows gliding between superficial and deep laminae,Tissue,PLF superficial lamina sublayers; loose CT,areolar connective tissue,UBERON:0006815,connective tissue,connective tissue,UBERON:0002384,,does,X formation in Y,Interlaminar gliding,laminae,,,Tissue,milliseconds,Dynamic ultrasound fascial glide (adjunct),,,,,,,,,,,,lamina–lamina sliding,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.6,,,,,,,,,
The thoracolumbar fascia,anatomical structure arrangement,GO:0048532,Thoracolumbar fascia,,,Abdominal-to-spine tension linkage,,,,,,,,,,,,,,,,,,,Middle layer (MLF) between QL and paraspinals links abdominal aponeurosis (TrA) to spine,Tissue,MLF; TrA aponeurosis; lateral raphe; transverse processes,aponeurosis,UBERON:0006614,connective tissue,connective tissue,UBERON:0002384,,does,X regulation of Y,lumbar spine,TrA tension,,Neural,Tissue,seconds,Abdominal draw-in test,,, lumbar stability tests,,,,,,,,,TrA–TLF tension chain,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.6,,,,,,,,,
The thoracolumbar fascia,anatomical structure arrangement,GO:0048532,Thoracolumbar fascia,,,Neural pathway access,neural fold hinge point formation,GO:0021504,,,,,,,,,,,,,,,,,Dentate intertransverse zones allow posterior primary rami passage to epaxial targets,Organ system,Posterior primary rami; intertransverse region; PRS,spinal nerve plexus,UBERON:0001813 ,connective tissue,connective tissue,UBERON:0002384,,does,X regulation of Y,paraspinal compartment,Posterior ramus passage,,Neural,Organ system,milliseconds,Neuro exam (dermatome/myotome),,, EMG if indicated,,,,,,,,,ramus–compartment access,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.6,,,,,,,,,
Deep fascia of the neck and deep inner fascia of the anterior wall of the trunk,anatomical structure arrangement,GO:0048532,Superficial fascia of the neck,,,Superficial circulation support,lymph circulation,GO:0003017,,,,,,,,,,,,,,,,,Contains major superficial venous/lymphatic circulation,Organ system,Superficial neck fascia; superficial veins/lymphatics,superficial cervical fascia,UBERON:0013489,Superficial neck fascia; superficial veins/lymphatics,superficial cervical fascia,UBERON:0013489,,does,X transport out of Y,neck,Superficial circulation,,,Organ system,minutes,Neck Doppler/US (vein/lymph),,, edema exam,,,,,,,,,fascia–superficial circulation,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.7,,,,,,,,,
Deep fascia of the neck and deep inner fascia of the anterior wall of the trunk,anatomical structure arrangement,GO:0048532,Superficial fascia of the neck,,,Spinal level sensitization potential,sensitization,GO:0046960,,,,,,,,,,,,,,,,,Innervation from cutaneous nerves + ANS with spinal cord sensitization potential,Organ system,Superficial neck fascia; cutaneous nerves; ANS,superficial cervical fascia,UBERON:0013489,Superficial neck fascia; cutaneous nerves; ANS,superficial cervical fascia,UBERON:0013489,Neural afferent firing,increases,X regulation of Y,sensitization,Afferent input,,Organ,Organ system,days,Allodynia mapping,,, QST,,,,,,,,,cutaneous–ANS convergence,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.7,,,,,,,,,
Deep fascia of the neck and deep inner fascia of the anterior wall of the trunk,anatomical structure arrangement,GO:0048532,Superficial fascia of the neck,,,Parasympathetic activation,parasympathetic nervous system development,GO:0048486,,,,,,,,,,,,,,,,,Light/soft touch promotes parasympathetic activation via insular cortex/hypothalamus,Organ system,Skin; superficial fascia; insular cortex; hypothalamus,skin of body,UBERON:0002097,connective tissue,connective tissue,UBERON:0002384,Affective touch afferent firing,increases,X regulation of Y,parasympathetic tone,Affective touch,,systemic,Organ system,minutes,HRV (RMSSD),,, resting heart rate,,,,,,,,,touch–parasympathetic activation,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.7,,,,,,,,,
Deep fascia of the neck and deep inner fascia of the anterior wall of the trunk,anatomical structure arrangement,GO:0048532,Superficial fascia of the neck,,,Vascular flow modulation,vascular transport,GO:0010232,,,,,,,,,,,,,,,,,Parasympathetic activation modulates sympathetic vascular control with potential flow increase,Organ system,Cutaneous vessels; sympathetic control circuits,blood vessel layer,UBERON:0004797,connective tissue,connective tissue,UBERON:0002384,Autonomic nerve activity,increases,X regulation of Y,vascular flow,Parasympathetic,,systemic,Organ system,minutes,Skin perfusion (laser Doppler),,, capillary refill,Capillary refill [Time],44971-0,,,,,,,autonomic–vascular control,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.7,,,,,,,,,
Deep fascia of the neck and deep inner fascia of the anterior wall of the trunk,anatomical structure arrangement,GO:0048532,Deep fascia of the neck,,,Proprioceptive sensing,,,,,,,,,,,,,,,,,,,Deep fascia rich in proprioceptive and interoceptive neural receptors,Organ system,Deep cervical fascia,deep cervical fascia,UBERON:0013490,Deep cervical fascia,deep cervical fascia,UBERON:0013490,,does,X regulation of Y,spinal cord,Afferent signaling,,Neural,Organ system,seconds,Cervical proprioception test (joint position error),,,,,,,,,,,,fascia–proprioceptor coupling,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.7,,,,,,,,,
Deep fascia of the neck and deep inner fascia of the anterior wall of the trunk,anatomical structure arrangement,GO:0048532,Deep fascia of the neck,,,Nociceptive transmission,"synaptic transmission, noradrenergic",GO:0099155,,,,,,,,,,,,,,,,,Polymodal endings synapse in lamina I and V carrying nociception,Organ system,Deep cervical fascia; spinal cord dorsal horn,deep cervical fascia,UBERON:0013490,Deep cervical fascia; spinal cord dorsal horn,deep cervical fascia,UBERON:0013490,,does,X transmission to Y,dorsal horn,Nociceptor transmission,,Neural,Organ system,seconds,Quantitative sensory testing (pressure pain threshold),,,,,,,,,,,,fascia–nociceptor pathway,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.7,,,,,,,,,
Deep fascia of the neck and deep inner fascia of the anterior wall of the trunk,anatomical structure arrangement,GO:0048532,Deep fascia of the neck,,,Force transmission,,,,,,,,,,,,,,,,,,,Force transmission to promote elastoplastic load reduction via organized collagen,Tissue,Deep cervical fascia collagen laminae,deep cervical fascia,UBERON:0013490,connective tissue,connective tissue,UBERON:0002384,,does,X transmission to Y,cervical region,Collagen force,,,Tissue,milliseconds,Ultrasound fascial thickness/mobility (adjunct),,,,,,,,,,,,collagen load transfer,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.7,,,,,,,,,
Deep fascia of the neck and deep inner fascia of the anterior wall of the trunk,anatomical structure arrangement,GO:0048532,Deep fascia of the neck,,,Layer-specific muscle coordination,,,,,,,,,,,,,,,,,,,Superficial/middle/deep layers relate to specific muscle groups,Tissue,Superficial/middle/deep deep-neck fascia layers,fascia,UBERON:0008982,connective tissue,connective tissue,UBERON:0002384,,does,X regulation of Y,neck muscles,Layer tension,,Neural,Tissue,seconds,Cervical ROM exam,,,,,,,,,,,,fascia–muscle coordination,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.7,,,,,,,,,
Deep fascia of the neck and deep inner fascia of the anterior wall of the trunk,anatomical structure arrangement,GO:0048532,Deep fascia of the neck,,,Cranio-dural mechanical linkage,,,,,,,,,,,,,,,,,,,"Fascial continuity with dura via cranial pair I, redistributing tension",Organ,Deep scalp fascia; Tenon fascia; dura mater,fascia,UBERON:0008982,Deep scalp fascia; Tenon fascia; dura mater,fascia,UBERON:0008982,,does,X transport to Y,dura mater,Fascial tension,,,Organ,milliseconds,Cranio-cervical junction MRI (when indicated),,,,,,,,,,,,fascia–dura continuity,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.7,,,,,,,,,
Deep fascia of the neck and deep inner fascia of the anterior wall of the trunk,anatomical structure arrangement,GO:0048532,Deep fascia of the neck,,,Visceral suspension support,visceral peritoneum development,GO:1904818,,,,,,,,,,,,,,,,,Deepest middle layer descends from hyoid involving trachea/thyroid; helps form pleura/pericardium suspensory ligaments,Organ,Hyoid; trachea; thyroid; pleura; pericardium,trachea,UBERON:0003126  ,connective tissue,connective tissue,UBERON:0002384,,does,X support of Y,thoracic viscera,Fascial suspension,,,Organ,years,Neck ultrasound (thyroid/tracheal relations),,,,,,,,,,,,cervico-thoracic fascial continuity,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.7,,,,,,,,,
Deep fascia of the neck and deep inner fascia of the anterior wall of the trunk,anatomical structure arrangement,GO:0048532,Deep fascia of the neck,,,Swallowing pathway integrity,,,,,,,,,,,,,,,,,,,Buccopharyngeal fascia continuity with insertional esophageal fascia; retropharyngeal space as sliding plane,Tissue,Buccopharyngeal fascia; esophagus fascia; retropharyngeal space,fascia,UBERON:0008982,connective tissue,connective tissue,UBERON:0002384,,does,X support of Y,swallowing pathway,Fascial sliding,,,Tissue,milliseconds,VFSS / FEES swallowing assessment,,,,,,,,,,,,retropharyngeal sliding plane,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.7,,,,,,,,,
Deep fascia of the neck and deep inner fascia of the anterior wall of the trunk,anatomical structure arrangement,GO:0048532,Deep fascia of the neck,,,Mechanical force transmission improvement,,,,,,,,,,,,,,,,,,,Tracheal/pharyngeal insertional fascia communicates with middle cervical fascia; responds to light affective touch improving force transmission,Organ system,Insertional fascia; middle cervical fascia,fascia,UBERON:0008982,Insertional fascia; middle cervical fascia,fascia,UBERON:0008982,Affective touch afferent firing,increases,X regulation of Y,force transmission,Affective touch,,systemic,Tissue,minutes,Manual therapy response tracking (pain/ROM),,,,,,,,,,,,touch–force transmission coupling,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.7,,,,,,,,,
Deep fascia of the neck and deep inner fascia of the anterior wall of the trunk,anatomical structure arrangement,GO:0048532,Deep fascia of the neck,,,Central modulation and autonomic modulation,,,,,,,,,,,,,,,,,,,Light touch promotes centrally regulated modulation (insular/hypothalamus) with ANS modulation,Organ system,Insular cortex; hypothalamus; autonomic nervous system,hypothalamus,UBERON:0001898,connective tissue,connective tissue,UBERON:0002384,,does,X regulation of Y,autonomic control,Central modulation activation,,Neural,Organ system,minutes,Heart rate variability (HRV),,,,,,,,,,,,central–autonomic coupling,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.7,,,,,,,,,
Deep fascia of the neck and deep inner fascia of the anterior wall of the trunk,anatomical structure arrangement,GO:0048532,Deep fascia of the neck,,,Sympathetic sensitization potential,sensitization,GO:0046960,,,,,,,,,,,,,,,,,Insertional fascia development relates to sympathetic ANS with sensitization potential at T1–L2,Organ system,Insertional fascia; sympathetic pathways T1–L2,prevertebral cervical fascia,UBERON:0013492,Insertional fascia; sympathetic pathways T1–L2,prevertebral cervical fascia,UBERON:0013492,Sympathetic nerve activity,increases,Induction of X,sympathetic ANS with sensitization potential at T1–L2,,,systemic,Organ system,hours,Allodynia/hyperalgesia mapping,,, QST,,,,,,,,,sympathetic–sensitization linkage,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.7,,,,,,,,,
Deep fascia of the neck and deep inner fascia of the anterior wall of the trunk,anatomical structure arrangement,GO:0048532,Deep fascia of the neck,,,Neurovascular guidance and protection,anoxia protection,GO:0090519,,,,,,,,,,,,,,,,,Carotid sheath formed by junction of three deep fascia layers; guides jugular vein/carotid/vagus,Tissue,Carotid sheath; jugular vein; carotid artery; vagus nerve,vagus nerve,UBERON:0001759,connective tissue,connective tissue,UBERON:0002384,,does,Induction of X,jugular vein/carotid/vagus guidance,,,,Tissue,years,Carotid duplex ultrasound,,,,,,,,,,,,sheath–bundle guidance,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.7,,,,,,,,,
Deep fascia of the neck and deep inner fascia of the anterior wall of the trunk,anatomical structure arrangement,GO:0048532,Deep fascia of the neck,,,Nociplastic pain contribution,response to pain,GO:0048265,,,,,,,,,,,,,,,,,Vascular fascia rich in nociceptors; central sensitization via sympathetic pathways T1–L2,Organ system,Vascular fascia; sympathetic pathways,prevertebral cervical fascia,UBERON:0013492,Vascular fascia; sympathetic pathways,prevertebral cervical fascia,UBERON:0013492,Neural afferent firing,increases,X regulation of Y,central sensitization,Nociceptor input,,systemic,Organ system,days,PainDETECT / DN4 (screening),,, QST,,,,,,,,,vascular fascia–nociplastic pain,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.7,,,,,,,,,
Deep fascia of the neck and deep inner fascia of the anterior wall of the trunk,anatomical structure arrangement,GO:0048532,Deep fascia of the neck,,,Brachial plexus protection,,,,,,,,,,,,,,,,,,,Deep layer forms protective sheath damping compression along cervical–thoracic path,Tissue,Deep cervical fascia deep layer; brachial plexus,prevertebral cervical fascia,UBERON:0013492,connective tissue,connective tissue,UBERON:0002384,,does,X formation,protective sheath damping compression along cervical–thoracic path,,,,Tissue,milliseconds,Neurodynamic tests (ULNT),,, MRI if indicated,,,,,,,,,fascia–nerve compression buffering,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.7,,,,,,,,,
Deep fascia of the neck and deep inner fascia of the anterior wall of the trunk,anatomical structure arrangement,GO:0048532,Thoracic fasciae,,,Myofascial continuity,,,,,,,,,,,,,,,,,,,Cervical and thoracic fascial layer continuity,Tissue,Deep thoracic fascia layers,fascia,UBERON:0008982,connective tissue,connective tissue,UBERON:0002384,,does,X transmission through Y,Fascial continuity,mechanical load,,,Tissue,milliseconds,Dynamic ultrasound fascia glide,,,,,,,,,,,,cervico-thoracic continuity,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.7,,,,,,,,,
